SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
GOKUL,Gokul Refoils and Solvent Limited,BE,04-JUN-2008,2,1,INE020J01029,2
GOKULAGRO,Gokul Agro Resources Limited,EQ,11-MAR-2016,2,1,INE314T01025,2
GOLDIAM,Goldiam International Limited,EQ,29-AUG-2005,2,1,INE025B01025,2
GOLDTECH,AION-TECH SOLUTIONS LIMITED,EQ,11-APR-2001,10,1,INE805A01014,10
GOODLUCK,Goodluck India Limited,EQ,08-JAN-2015,2,1,INE127I01024,2
GOPAL,Gopal Snacks Limited,EQ,14-MAR-2024,1,1,INE0L9R01028,1
GOYALALUM,Goyal Aluminiums Limited,BE,04-NOV-2022,1,1,INE705X01026,1
GPIL,Godawari Power And Ispat limited,EQ,25-APR-2006,5,1,INE177H01021,5
GPPL,Gujarat Pipavav Port Limited,EQ,09-SEP-2010,10,1,INE517F01014,10
GPTHEALTH,GPT Healthcare Limited,EQ,29-FEB-2024,10,1,INE486R01017,10
GPTINFRA,GPT Infraprojects Limited,EQ,11-JUL-2016,10,1,INE390G01014,10
GRANULES,Granules India Limited,EQ,20-JUN-2005,1,1,INE101D01020,1
GRAPHITE,Graphite India Limited,EQ,07-FEB-2003,2,1,INE371A01025,2
GRASIM,Grasim Industries Limited,EQ,10-MAY-1995,2,1,INE047A01021,2
GRAVITA,Gravita India Limited,EQ,16-NOV-2010,2,1,INE024L01027,2
GREAVESCOT,Greaves Cotton Limited,EQ,09-SEP-2004,2,1,INE224A01026,2
GREENLAM,Greenlam Industries Limited,EQ,02-MAR-2015,1,1,INE544R01021,1
GREENPANEL,Greenpanel Industries Limited,EQ,23-OCT-2019,1,1,INE08ZM01014,1
GREENPLY,Greenply Industries Limited,EQ,06-MAR-1996,1,1,INE461C01038,1
GREENPOWER,Orient Green Power Company Limited,BE,08-OCT-2010,10,1,INE999K01014,10
GRINDWELL,Grindwell Norton Limited,EQ,11-SEP-2006,5,1,INE536A01023,5
GRINFRA,G R Infraprojects Limited,EQ,19-JUL-2021,5,1,INE201P01022,5
GRMOVER,GRM Overseas Limited,EQ,07-SEP-2022,2,1,INE192H01020,2
GROBTEA,The Grob Tea Company Limited,EQ,14-JUL-2016,10,1,INE646C01018,10
GRPLTD,GRP Limited,EQ,12-FEB-2015,10,1,INE137I01015,10
GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,10-OCT-2018,10,1,INE382Z01011,10
GRWRHITECH,Garware Hi-Tech Films Limited,EQ,03-FEB-2022,10,1,INE291A01017,10
GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,06-SEP-1995,2,1,INE026A01025,2
GSLSU,Global Surfaces Limited,EQ,23-MAR-2023,10,1,INE0JSX01015,10
GSPL,Gujarat State Petronet Limited,EQ,16-FEB-2006,10,1,INE246F01010,10
GSS,GSS Infotech Limited,BE,07-MAR-2008,10,1,INE871H01011,10
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,BE,13-NOV-2020,10,1,INE586X01012,10
GTL,GTL Limited,BE,29-MAR-1995,10,1,INE043A01012,10
GTLINFRA,GTL Infrastructure Limited,EQ,09-NOV-2006,10,1,INE221H01019,10
GTPL,GTPL Hathway Limited,EQ,04-JUL-2017,10,1,INE869I01013,10
GUFICBIO,Gufic Biosciences Limited,EQ,19-OCT-2004,1,1,INE742B01025,1
GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,07-AUG-1997,10,1,INE186A01019,10
GUJAPOLLO,Gujarat Apollo Industries Limited,BE,04-JUN-2007,10,1,INE826C01016,10
GUJGASLTD,Gujarat Gas Limited,EQ,15-SEP-2015,2,1,INE844O01030,2
GUJRAFFIA,Gujarat Raffia Industries Limited,BE,09-OCT-1996,10,1,INE610B01024,10
GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,31-JUL-2014,2,1,INE635Q01029,2
GULFPETRO,GP Petroleums Limited,EQ,24-SEP-2004,5,1,INE586G01017,5
GULPOLY,Gulshan Polyols Limited,EQ,28-JAN-2015,1,1,INE255D01024,1
GVKPIL,GVK Power & Infrastructure Limited,EQ,27-FEB-2006,1,1,INE251H01024,1
GVPTECH,GVP Infotech Limited,EQ,06-SEP-2022,2,1,INE382T01030,2
HAL,Hindustan Aeronautics Limited,EQ,28-MAR-2018,5,1,INE066F01020,5
HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,17-SEP-2020,2,1,INE419U01012,2
HAPPYFORGE,Happy Forgings Limited,EQ,27-DEC-2023,2,1,INE330T01021,2
HARDWYN,Hardwyn India Limited,EQ,12-APR-2022,1,1,INE626Z01029,1
HARIOMPIPE,Hariom Pipe Industries Limited,EQ,13-APR-2022,10,1,INE00EV01017,10
HARRMALAYA,Harrisons  Malayalam Limited,EQ,08-FEB-1995,10,1,INE544A01019,10
HARSHA,Harsha Engineers International Limited,EQ,26-SEP-2022,10,1,INE0JUS01029,10
HATHWAY,Hathway Cable & Datacom Limited,EQ,25-FEB-2010,2,1,INE982F01036,2
HATSUN,Hatsun Agro Product Limited,EQ,20-JUN-2014,1,1,INE473B01035,1
HAVELLS,Havells India Limited,EQ,21-MAR-2001,1,1,INE176B01034,1
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,BE,16-FEB-2000,2,1,INE293B01029,2
HBLPOWER,HBL Power Systems Limited,EQ,04-JAN-2007,1,1,INE292B01021,1
