SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10,1,INE882A01013,10
MARATHON,Marathon Nextgen Realty Limited,EQ,29-SEP-2016,5,1,INE182D01020,5
MARICO,Marico Limited,EQ,01-MAY-1996,1,1,INE196A01026,1
MARINE,Marine Electricals (India) Limited,EQ,02-DEC-2020,2,1,INE01JE01028,2
MARKSANS,Marksans Pharma Limited,EQ,21-JAN-2002,1,1,INE750C01026,1
MARSHALL,Marshall Machines Limited,BE,22-NOV-2021,10,1,INE00SZ01018,10
MARUTI,Maruti Suzuki India Limited,EQ,09-JUL-2003,5,1,INE585B01010,5
MASFIN,MAS Financial Services Limited,EQ,18-OCT-2017,10,1,INE348L01012,10
MASKINVEST,Mask Investments Limited,EQ,14-OCT-2016,10,1,INE885F01015,10
MASTEK,Mastek Limited,EQ,10-MAY-1995,5,1,INE759A01021,5
MATRIMONY,Matrimony.Com Limited,EQ,21-SEP-2017,5,1,INE866R01028,5
MAWANASUG,Mawana Sugars Limited,EQ,20-MAR-2009,10,1,INE636A01039,10
MAXESTATES,Max Estates Limited,EQ,30-OCT-2023,10,1,INE03EI01018,10
MAXHEALTH,Max Healthcare Institute Limited,EQ,21-AUG-2020,10,1,INE027H01010,10
MAXIND,Max India Limited,BE,28-AUG-2020,10,1,INE0CG601016,10
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-SEP-2012,5,1,INE040D01038,5
MAZDA,Mazda Limited,EQ,01-NOV-2016,10,1,INE885E01034,10
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-OCT-2020,10,1,INE249Z01012,10
MBAPL,Madhya Bharat Agro Products Limited,EQ,22-AUG-2019,10,1,INE900L01010,10
MBECL,Mcnally Bharat Engineering Company Limited,BE,06-OCT-2006,10,1,INE748A01016,10
MBLINFRA,MBL Infrastructure Limited,EQ,11-JAN-2010,10,1,INE912H01013,10
MCDOWELL-N,United Spirits Limited,EQ,27-SEP-2001,2,1,INE854D01024,2
MCL,Madhav Copper Limited,BE,19-AUG-2020,5,1,INE813V01022,5
MCLEODRUSS,Mcleod Russel India Limited,BE,29-JUL-2005,5,1,INE942G01012,5
MCX,Multi Commodity Exchange of India Limited,EQ,09-MAR-2012,10,1,INE745G01035,10
MEDANTA,Global Health Limited,EQ,16-NOV-2022,2,1,INE474Q01031,2
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,23-JAN-2024,5,1,INE456Z01021,5
MEDICAMEQ,Medicamen Biotech Limited,EQ,27-OCT-2021,10,1,INE646B01010,10
MEDICO,Medico Remedies Limited,BE,26-MAY-2022,2,1,INE630Y01024,2
MEDPLUS,Medplus Health Services Limited,EQ,23-DEC-2021,2,1,INE804L01022,2
MEGASOFT,Megasoft Limited,EQ,19-JUL-2007,10,1,INE933B01012,10
MEGASTAR,Megastar Foods Limited,EQ,16-FEB-2022,10,1,INE00EM01016,10
MELSTAR,Melstar Information Technologies Limited,BZ,07-MAR-2000,10,1,INE817A01019,10
MENONBE,Menon Bearings Limited,EQ,09-MAR-2015,1,1,INE071D01033,1
MEP,MEP Infrastructure Developers Limited,BE,06-MAY-2015,10,1,INE776I01010,10
METALFORGE,Metalyst Forgings Limited,BZ,23-AUG-1995,10,1,INE425A01011,10
METROBRAND,Metro Brands Limited,EQ,22-DEC-2021,5,1,INE317I01021,5
METROPOLIS,Metropolis Healthcare Limited,EQ,15-APR-2019,2,1,INE112L01020,2
MFSL,Max Financial Services Limited,EQ,17-MAY-2000,2,1,INE180A01020,2
MGEL,Mangalam Global Enterprise Limited,EQ,23-DEC-2020,2,1,INE0APB01024,2
MGL,Mahanagar Gas Limited,EQ,01-JUL-2016,10,1,INE002S01010,10
MHLXMIRU,Mahalaxmi Rubtech Limited,BE,27-JAN-2022,10,1,INE112D01035,10
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-JUL-2009,10,1,INE998I01010,10
MICEL,MIC Electronics Limited,EQ,17-DEC-2021,2,1,INE287C01037,2
MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-APR-2018,10,1,INE099Z01011,10
MINDACORP,Minda Corporation Limited,EQ,16-OCT-2014,2,1,INE842C01021,2
MINDTECK,Mindteck (India) Limited,EQ,02-AUG-2016,10,1,INE110B01017,10
MIRCELECTR,MIRC Electronics Limited,EQ,24-MAY-2004,1,1,INE831A01028,1
MIRZAINT,Mirza International Limited,BE,28-APR-1999,2,1,INE771A01026,2
MITCON,MITCON Consultancy & Engineering Services Limited,BE,17-MAR-2022,10,1,INE828O01033,10
MITTAL,Mittal Life Style Limited,BE,29-APR-2020,1,1,INE997Y01027,1
MKPL,M K Proteins Limited,BE,13-JUN-2023,1,1,INE964W01021,1
MMFL,MM Forgings Limited,EQ,20-DEC-2006,10,1,INE227C01017,10
MMP,MMP Industries Limited,EQ,09-JAN-2020,10,1,INE511Y01018,10
MMTC,MMTC Limited,EQ,09-APR-2012,1,1,INE123F01029,1
MODIRUBBER,Modi Rubber Limited,EQ,07-FEB-1996,10,1,INE832A01018,10
MODISONLTD,MODISON LIMITED,EQ,03-MAY-2021,1,1,INE737D01021,1
MODTHREAD,Modern Threads (India) Limited,BE,22-NOV-1995,10,50,INE794W01014,10
MOHITIND,Mohit Industries Limited,EQ,14-MAR-2013,10,1,INE954E01012,10
MOIL,MOIL Limited,EQ,15-DEC-2010,10,1,INE490G01020,10
MOKSH,Moksh Ornaments Limited,BE,21-MAY-2021,2,1,INE514Y01020,2
MOL,Meghmani Organics Limited,EQ,18-AUG-2021,1,1,INE0CT101020,1
MOLDTECH,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2,1,INE835B01035,2
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-FEB-2015,5,1,INE893J01029,5
MONARCH,Monarch Networth Capital Limited,EQ,06-JAN-2022,10,1,INE903D01011,10
MONTECARLO,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10,1,INE950M01013,10
MOREPENLAB,Morepen Laboratories Limited,EQ,24-NOV-1999,2,1,INE083A01026,2
MOTHERSON,Samvardhana Motherson International Limited,EQ,14-AUG-1996,1,1,INE775A01035,1
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-SEP-2007,1,1,INE338I01027,1
MOTISONS,Motisons Jewellers Limited,EQ,26-DEC-2023,10,1,INE0FRK01012,10
MOTOGENFIN,The Motor & General Finance Limited,BE,08-FEB-1995,5,1,INE861B01023,5
MPHASIS,MphasiS Limited,EQ,04-JUN-2004,10,1,INE356A01018,10
